,0,1
4544, چرا انقدر عصبانی؟!,SURPRISE
4545,نه نزد جیغ بنفش کشیدم ترسید خودش ,FEAR
4546,میریم میگیم ما رو از دست یه مشت نادون که گول دروغ‌های امثال حسن فریدون و احمدی نژاد و خاتمی و مرحوم مغروق در استلخ رو خوردن نجات بده  ,ANGRY
4547,مرگ عجیب بنجامین باتن در فیلم کیس عجیب بنجامین باتن.  خیلی مورد خوبی رو گفتین، ممنون  ,HAPPY
4548,اینجوری که داری تهدید میکنی همون اولی هم میترسه بیاد  ,FEAR
4549,کارت درسته. بجز خدا از کسی دیگه نترس ,OTHER
4550,چجور فیلماییه مگه؟ ,SURPRISE
4551,با من بيچاره هم همينكارو كردن...البته من از ٣ سالگي تو مدرسه ها بودم  وتو كلاسا اول تاپنجم دست به دست ميشدم .چون مامانم معلم بود و منم سر زبون دارهمكاراش عاشقم بودن بخاطر همين من از مدرسه متنفرم ,HATE
4552,شما آواتارت نشون میده زشت نیستی  ,OTHER
4553,ممنون از این همه لطف واقعا شرمندم کردید ,HAPPY
4554,حقانیت تیم برتر و فوتبال واقعی،  دلچسب و تهاجمی رو الاهلی در بازی امروز خود با استقلال ثابت کرد!  ,HAPPY
4555,چرا آخه ,SURPRISE
4556,از شادمهر بعید بود ,SURPRISE
4557,از ادم سیگاری بدم میاد    وقتی میشه حرف زد...,HATE
4558,دیگه از فحش گذشته کوکی‌جون ,ANGRY
4559,منم فحش میخورم   https://t.co/5aDJoZg6Qr,OTHER
4560,مگه ازدواج اینقدر مسخرس که با یه کلمه ردیفش کنی ,SURPRISE
4561,الان سالمی؟ ,SURPRISE
4562,چرا اتفاقا تَهِ نامردیه ,ANGRY
4563,منظورت ۱۲۴ هزار بود داداش ,OTHER
4564,خدایا فاطمه رو نجات بده ,OTHER
4565,خب معلومه که اینجوری نمیگن ,SURPRISE
4566,ترس لعنتی از قضاوت شدن به اشتباه جلوی اینکارو میگیره  ,FEAR
4567,چطور ممکنه ؟   https://t.co/XmCLbyyzpu,SURPRISE
4568,به خدا زندگی برام شده یه زندونه پر از ترس و دلهره که هیچ راه فراری ازش ندارم   الان که دارم اینو مینویسم اسک نو چشمام حلقه زده  ,FEAR
4569,عجيبه همه platform دارن ميبينن   داستانش برام جالب نبود اصلا، سراغش نرفتم https://t.co/Ki4VVUU50F,SURPRISE
4570,سر اين خيلي ضربه نخوردم، چون از خبرنگاراي صدا سيما بدم مياد كلا  ,HATE
4571,خیاطم خودم    ست میدوزم برا هر دومون  ,OTHER
4572, توییتر باحال تر از اونیه که فک میکردم!  آدم های خوب توش زیادن، فاز منفی هست!۲۴ی ناله کن هست،. بانمک هست، فیک هست، خلاصه همه جوره هست    ولی با این وجود تو این چند ماهه که باهاتون آشنا شدم متوجه شدم آدمهای دوست داشتنی هستید حالا با هر گرایشی      سال خوبی داشته باشید ,HAPPY
4573,من یک قهرمان داشتم ودارمش هنوز تو زندگیم و اون عشقمه .همه جوره پشتم بهش گرمه     #قهرمان_زندگیم,HAPPY
4574,من یه فکر شیطانی دارم موقع رفتن یه پول قلمبه میگیرم ازدواج سوری میکنم  ,OTHER
4575,انسانیتم آرزوست،  چقدر بعضی از ماها خبیث و ترسناک شدیم، به کجا میرویم؟؟   بمیرم برای دل اون پیرزن   ,SAD
4576,میترسیم این حرفا شعاری بیش نباشه و نابود بشیم ,FEAR
4577,نکنه تو هم مثل مموتی ترسیدی  ,FEAR
4578,متنفرم از این حااالت  ,HATE
4579,چجور سبکیه؟ ترسناک و جنایی هست؟ من این سبک خوشم میاد. مثه دکستر ,OTHER
4580,واسه منم پیش نیومده تاحالا.. چون زیاد توالت عمومی نمیرم بریزع هم نمیرم بدم میاد ,HATE
4581,بی ادبه کی بودی ,OTHER
4582,واقعا چیه این دنیا  ,SAD
4583,الان نمکی توییت میخونه؟؟؟     این توییتارو میزارید تنها اورش یه رعشه ای که به تن ما میفته  ,ANGRY
4584,همچین نوشتی انگار خودت مستندهای راز بقا رو ندیدی ,SURPRISE
4585,"یعنی بهتراز حمیراهم مگه هست؟!, ",SURPRISE
4586,بد جایی میای خو  برای آرامش اعصاب بهترین جا اینستاس  اینجا فقط اعصاب خوردکنیه   ,ANGRY
4587,ژی ژی جان‌بیا نفرت منم بذار روش دوبله بشه ,HATE
4588,حالا خيلي خب سه تا زدين دوتا هم خوردين ما چهارتا زده بوديم يكي خورده بوديم هرچي هم دلتون ميخواد بگيد نگه نداريد عقده ميشه ,OTHER
4589,مریضی با درد و رنج خیلی سخته.   منم میترسم.  امیدوارم یه مرگ سریع و راحت داشته باشم.,FEAR
4590,شما وقتی ناراحت و عصبی میشین میرین : استخر،پارک،سینما و....  منم پا میشیم خونه رو جارو میزنم  زیر مبلا رو لته میکشم  گردگیری میکنم  الانم کفری بودم سرامیکای کف خونه برق افتاد...    بالاخره ننه م یجور بارم آورده همیشه حمال باشم ,ANGRY
4591,وحشتناکه ,FEAR
4592,با هر توییتی که میزنی رشته مخالفان رو پنبه میکنی و کفرشون درمیاد، من و خانم طباخی @jostejougar1   و الباقی هم تهمت و تیر و ترکشاش رو میخوریم یه لوپ لوپ شانسی هم نمیدی بهمون    این رسمشه آخه ؟ وزیر جوان تو مسلمون نیستی  ,ANGRY
4593,ژانری خودش مریضه  از ایدز بدتره که ,SAD
4594,مسخره بود ,ANGRY
4595,خیلی ترسناکه این قضیه ,FEAR
4596,   سگ‌پی پی کنه تو این زندگی اصن  ,ANGRY
4597,آخ گفتی ,OTHER
4598,دقیقان ,OTHER
4599,تبریک میگم به هر دوتون ⁦ ⁩⁦ ⁩⁦ ⁩  همیشه باهاش مثه یه دوست باش    ( به این فکر کردم که وقتی من سربازی م تموم شده –سال۸۴– دخترک بدنیا اومده!!! ترسیدم راستش!),FEAR
4600,به دلیل حبس بودنم تو اون وضعیت از هر اهنگی که پخش شه بیزار میشم ,HATE
4601,ترسیدیم  ,FEAR
4602,عصن ما اینجا ورژن بی ادبمونیم ,OTHER
4603,انتصابی و انتخابی تفاوتی ندارن، مردم فکر می کنند که انتخاب می کنند، هیچ انتخاباتی در کار نیست، فکر می کنم مردم این رو به خوبی فهمیدن و دیگه فریب امثال تو شارلاتان رو نمی خورن  ,ANGRY
4604,اخ اخ   اخه یکی نیست بگه بچه برو سر جای خودت بشین  مگه شوخیه   من با این سن میترسم چه برسه به‌بچه ,FEAR
4605,ممنونم از دلداریت     من ترسم بعد از رد شدن بحران رو میشه تو لحظه شجاع ترینم بعدش که رد میشه یکهو میگم یا خود خدا   چکاریه بود,FEAR
4606,چه جالب ,SURPRISE
4607, چرا اخه؟ ,SURPRISE
4608,از ترس تب کردن ایلیا بعد واکسنش خودم تب کردم و فعلا واکسن کنسل شد      [ گرگ بیابون مادر نشه ],FEAR
4609,۱۶۵۰ غذای گربه؟  ,SURPRISE
4610,  انگیزه هامون رو عشقه واغعا,OTHER
4611,راس میگی اااا  من از قارچ متنفر بودم   ولی الان کل ذرت مکزیکی رومیکنم قارچ   از شلقمم بدم میومدالان خوشم میاد,SURPRISE
4612,"""واااااای خدایاااا    پس‌منم بدم میاد اسم شوهرم """"محمد"""" باشه  """,HATE
4613,هستن از اقوام نزدیک و بسیار چندش و غیرفابل تحمل ,HATE
4614,کلا هرچی دارو دوا تو خونه بوده زدی تو رگ ,SURPRISE
4615,ترسناکو هیجان انگیز  ,FEAR
4616,نترس آقایون قانونا مجبور به ثبت ازدواجن ,OTHER
4617,مگه من عصبی ام ؟ ,SURPRISE
4618,ان شالله زودتر خوب میشین...اصلا نترسین یه ویروسه به اندازه پلانکتون...شما میتونی... ,OTHER
4619,بلاك و ريپورت اخه لنتي چرا دلمونو ميخوايوني ,ANGRY
4620,یعنی هر کی میگه بیار خدا روزی رسونه جوری پاره پوره ش میکنم که نتونه پاشه   انگار خداشون نشسته اینا گه کاری کنن بعد هی پول بندازه تو بغلشون. اینا هم که فقیر بدبخت بیچاره ن همه شون توریستن.  حالا هی برن از قبرس خر وارد کنن تو این مملکت  ,ANGRY
4621,باریکلا به شومااا ما کودک بودیم و جاهل ,OTHER
4622,متنفر بودم و هستم از کارتونش ,HATE
4623,بستگی به روحیه و اینکه از اول کدوم بخشها کار کرده باشی داره  .من از بخشهای داخلی و سی سی یو متنفرم .فقط اورژانس و جراحی  ,HATE
4624,ماما جونم تو ماهی خوب بشی زود الهی     ولی ما کادر درمان خیلی طفلکی هستیم . هیچکی باورش نمیشه که ماهم ترس از درد و سوزن و فوبیای اتاق عمل داشته باشیم,FEAR
4625,همینا ب زندگی دونفر گند میزنن  ,ANGRY
4626,من هستم  مامانم هستن  مامانش نیز هم   سه نسل زن یه خونواده  هر سه بچه بزرگ  هر سه لجباز و یه دنده  هر سه یکه و تنها  هر سه زندگی های عجیب   امشب قرار سه نفری سال رو تحویل کنیم  چه شود سال ۹۸   چهار نسل بشیم‌ ایشالله ,HAPPY
4627,ترم اول کارشناسی من بودم۱یاسوجی و۱تهرونی و۱پاوه‌ای و۱خویی مادر برام نون خشکه گذاشته بود تو عصرونه من همش با ولع نون خشکه با ماست و پنیر میخوردم هرچی تعارف میزدم کسی نمیخورد تا بعد۳ماه یکیشون خورد گفت چه خوشمزس ما تا حالا نمیخوردیم چون فک کردیم اینا نونای ته سفرس   من   دوستان ,SURPRISE
4628,نه بچه همین جام  ,OTHER
4629,  جوابی گرفتی؟,OTHER
4630,الهی بمیرم . ان شاالله زودتر حالش خوب بشه  ,SAD
4631,  واقعا ترسناکن,FEAR
4632,فقط نظرایه ملت خدایی هر دوتاش ترسناکه ,FEAR
4633,یعنی خودتم هستی؟ ,OTHER
4634,اینم شد مشکل  ,OTHER
4635,   واقعا ترسناکه,FEAR
4636,من كرمونيم اما يادم نمياد چنين غذايي  ,SURPRISE
4637,ولی من از دوران دبیرستان متنفرم خیلی سیبیل داشتم مامانم هم نمی ذاشت بردارم واقعا آدم گریزم کرده بود  ,HATE
4638,حالا اون رو میگیم یجور دکتره حیواناته ، اینا لوازم پزشکی میسازن  ,SURPRISE
4639,میگن والا  ,OTHER
4640,وای  چه وحشتناکه,FEAR
4641,بی خیال مشتی    ,OTHER
4642,واای کاش می‌شد!  ,SAD
4643,ادم میترسه والا  ,FEAR
4644,کی میخواد تموم بشه  ,SAD
4645,حامد همایون  ,OTHER
4646,نترس احتمالاً مکان شده  ,OTHER
4647, خو با این تصور وحشتناک خوبه هنوز، باهام صحبت می کنی.  ,SURPRISE
4648,اینطوری به شعور مردم که توهین میکنی، فالور از دست میدی. واسه خودت میگم ریسمانی که ازش تاب میخوری پوسیده. آنفالو شدی  ,ANGRY
4649,   عجب مهمونی ای بوده که همچین آهنگ صحنه داری رو پلی کردن ,SURPRISE
4650,خیلی از دوستان رو دیدم نیاز به داکتر داشتن و از ترس مونده تو خونه و نرفته داکتر فکر میکنی با این ترس بدنیا اومده،؟ حتی شکستگی پا رو دیدم و جرات رفتن ندارن وقتی یه لقمه نون نباشه دیگه ... ,FEAR
4651,ازتون متنفرم. الآن ما چجوری بیایم رشت؟  ,HATE
4652,خوبه که متوجه شدید. ,HAPPY
4653,من از گل هاي خندان اين انتخابات ميترسم ,FEAR
4654,عزیزمم   الان چطورین؟؟,OTHER
4655,صدسال تنهای یچی فرای چرت و پرت بود!  جالبه کتابای که جایزه گرفتن همشون چرندن!  طبل حلبی پدیده چرندیاته رسما ,ANGRY
4656,از کدوم اموجی متنفرین؟    خودم :      یعنیا وقتی کسی اینو میذاره حس میکنم تو دلش سیصدتا فحش داده نمدونم چرا :/,OTHER
4657,منشن سفید میذارم  میترسم بلاک شم   ,FEAR
4658,مگه تو چن سالته حداقل ۲۲سال پیش گیر دادی ب داییت زن بگیره هاااا ,SURPRISE
4659,اگ صدف وخرچنگ و شاه میگو بیارن چی     بیا بگو چی خوردی کوفتت نشه ,ANGRY
4660,اییی از ریش و ته ریش متنفرم  ,HATE
4661,اصلا یه چیزیه  ,OTHER
4662,شما که بالای پنج هزاری، ما مظلومها چی بگیم؟  #TrumpSupportPahlavi,SAD
4663,به نظرم عاشقانه ترین حرکت یه زوج بیدار کردن همدیگه برا نماز صبحه      #عاشقانه,HAPPY
4664,با احترام ب اصفاهانیای عزیز اما ب شدت بدم میاد از لهجه اصفاهانی  ,HATE
4665,من چن سال پیش تو جاده بندرعباس شیراز یه تصادف دیدم زن و شوهر له شده بودن سربازه داشت جمشون میکرد تو کیسه   از اونموقع از پراید میترسم,FEAR
4666,چطورممکنه  ,SURPRISE
4667,واسه ما که خیلی پتی بود، دیگه سراغ توپ نمیرفتیم منکه ازش میترسیدم قیافه وحشتناکی داشت زن همسایمون ,FEAR
4668,۴ تا بیمارستان و ۳ تا درمانگاه وسط شهر تهرون با عصا گشتم یه آمپول بزنم هیشکی نزد، دیگه بعد دوساعت عصبی شدم به پرستار گفتم نمی‌زنی نزن فقط بگو چرا نمی‌زنی؟گفت سر چندرغاز تزریقات مسئولیت نمی‌پذیریم، ممکنه تشنج کنی، داروی تقلبی زیاد شده، می‌مونی رو دستمون! کلی تاحالا اینطوری مردن! ,ANGRY
4669,اخه اینکه هربار با جهت باد موضعشون عوض میشه اعصابمو خورد میکنه  میگن نه به کودک همسری   بعد تو داستان این دختر ۱۳ ساله میگن عشق بوده چرا باباش مخالفت کرده     یه جا میگن چرا قصاص میکنید  الان میگن چرا قصاص نمیکنید     من قول دادم با اب باشم ,ANGRY
4670,مگه اسم تعیین کننده‌س  ,SURPRISE
4671,آخ دقیقا ,OTHER
4672,من ازشون بدم میاد اللخصوص داداش خودم,HATE
4673,این بماند که دختر برادر خانومم بهم میگه اندی، هنوز ربطشو پیدا نکردم!    دیشب میگه:  - اندی  + بله عمو جان  - تو شکمت نی نی داری؟!  + نه عمو جان    - پس چرا شکمت گنده‌س؟!!  من    بقیه    شما هم کوفته    هر کی بخنده بلاک میشه!,ANGRY
4674,و اینک  در آلمان هم، #کرونا، از رگ گردن به ما  نزدیکتر است.. در شهری با فاصله چند کیلومتری ما یک مهد کودک آلوده شده.. گویا یکی از مربیان به ایتالیا سفر کرده بوده.....  مردم تمام مواد ضد عفونی را خریدند و فعلا چیزی گیر ما نیامد   نترسید نترسید ما همه با هم هستیم..    #کرونا_ویروس,FEAR
4675,الان دیگه خواجه حافظ نمیدونه ,OTHER
4676,مجاهدا، شما تو ورشو چه گهی میخورین؟؟   فرق شما آدمکشای فاسد لچک بسر با جمهوریعسلامی چیه؟؟ برین گمشین بابا!    #WarsawSayNoToMullahs   #AlternativeIsPahlavi,ANGRY
4677,جنبه لطیفه ندارید دیگه از امشب بر میگردم سره تم ترسناک خودم ,FEAR
4678,الان نه ولی در آینده ی نه چندان دور حتما یه اکانت فیک میزنم و باهاش توییتای 18+ میزنم و هر توییتی رو که نپسندیدم منشن بی ادبی میزارم واسش  این همه مودب بودنو برنمیتابم ,ANGRY
4679,عجب چیزی ..! ,SURPRISE
4680,خيلي زندگي غريبي دارن ,SURPRISE
4681,واسه کجایین؟ ,OTHER
4682,چ ارتباطی میشه با یه خشک مذهبی عقده‌ای داشت  ,HATE
4683,آدمای توی شرایط بحرانی گاهی تصمیم های عجیب میگیرن!  اون دختر بعد از اون اتفاق کارش شد شکست عشقی دادن پسرا... شد یکی مثل همون پسر!  ,OTHER
4684,بگن مهندس خب ,OTHER
4685,ترس واسه چی؟! ان شاالله خیلی زود خوب می شی  ,OTHER
4686,الان من کات کردم اعصابم ریخته به هم  ,ANGRY
4687,عه ؟چه جالب ,SURPRISE
4688,البته اون استفتاء که جدی نبود!! بود!؟    خوبیش اینه که یکروز بیشتر عبادت می‌کنیم!  ,SURPRISE
4689,مردم از ترس  ,FEAR
4690,نه من به اون شدت نیست  ولی خب اونی که تو گفتی من بودم سکته رو زده بودم از ارتفاع به شدت میترسم فرقی نداره خودم باشم یا کس دیگه ای  ,FEAR
4691,شوووما که یه دونه ای  چیشده  چی میگه   https://t.co/yIEVsIYdVT,OTHER
4692,تهش کج شدی آخه  ,OTHER
4693,کجاش خنده داشت  ,SURPRISE
4694,گیز میز همینجوریش اندازه یه اختلاس شرکت نفت درآمد داره  ,ANGRY
4695,مرسی، ایشالا. ,HAPPY
4696,ترسناکه   فقط چشم و ابرو مشکی ,FEAR
4697,آخرای فیلم خیلی عصبی شدم مخصوصا نینیه بدنیا اومد،خیلی فحش دادم ب شوهره  خدا مارو ببخشه! ,ANGRY
4698,حالا قرص که خوبه، بعضی ها از حرف زدن با روانشناس هم می‌ترسند ، یعنی کلا از حرف زدن می‌ترسند  ,SURPRISE
4699,دوست پسرش بوده؟! چجوری پسره رو نمیشناخته؟لابد دیت اول هم بوده و رفتن شمال  ,SURPRISE
4700,نفرت انگیز ترین موجودات قبل از سوسک همینان ,HATE
4701,ممنون مرسی  ,HAPPY
4702,یه گاز از سالار زدی یه تیکه از روکش مگنوم خوردی؟! ,OTHER
4703,کار نظام سرمایه‌داری و استکباره :))))))  نون سنگک و لواش نذاشته بین ایموجی ها ,OTHER
4704,واییییی نگو سوسک همینم اینجوری توصیف کردی رو دارم می‌خونم با تمام وجودم حسش میکنم و واقعا میترسمممم از سوسک اونم نوع پروازی  ,FEAR
4705,چند شب قبل خواب ميديدم دارن به زور بستريم ميكنن ضجه ميزدم نميخوام، بعد با لباس بيمارستان دلتنگ و افسرده روي تختم نشسته بودم.. بيدار كه شدم يادمادرم و بستري هاي متعدد و طولانيش افتادم، چقدر ميترسيده هربار  ,FEAR
4706,حالا که جمع هنرمندا جمعه یه فکری هم واسه هدر من بکنین ، بدجوری سردر پیجم خالی مونده  به بهترین پیشنهاد مبلغ خدا میلیون دلار تومن جایزه تعلق میگیره  ,OTHER
4707,چرا دوشبِ تمام استخونهام میسوزه،  دیشب رو با دیکلوفناک سرکردم  ولی امشب مقاومت کردم تا الان     #سلامتی,SAD
4708,مرسی  ,HAPPY
4709,خیلی وحشتناکه ,FEAR
4710,همیشه توهم اینو دارن که میتونن مردم و سلبریتی هارو کامل کنترل کنن چون دوستشون دارن  ,OTHER
4711,خودت ترسیدی ماسک زدی ,FEAR
4712,بخش رادیو بیاریدش. کلا از هرگونه نور بدمون میاد ,HATE
4713,دیگه از یه جایی به بعد ژانر #IToldYa ترسناک و نا امید کننده میشه  ,FEAR
4714,چه وحشتناااك  ,FEAR
4715,یکمم شعور خوبه  دلیل نمیشه همراه مریض ناراحتی یا عصبانیتشو رو سر خدمه یا شما خالی کنه  دم از فرهنگ هم میزنیم اونوقت  ,ANGRY
4716,اینو خب مگه ویگن نخونده قبلا؟! ,SURPRISE
4717,واااي منم فوبياي گربه دارم ,FEAR
4718,همینم وحشتناک بود کلا عاشقی یادم رفت ,FEAR
4719,تو به دریا نزدیکی مگه؟ ,SURPRISE
4720,از این آدما تو این دوره زموووونه زیااااااااد پیدا میشن زیاداااا ,OTHER
4721,واقعا حتی فکر کردن بهشم وحشتناکه ...  مرسی عزیزم  ,FEAR
4722,خوب این یه قانون بوده. این خوبه،رسمای عجیب تر هم بوده ,OTHER
4723,واقعا از این کار بدم میاد این چه کاریه آخه زیاد پیش میاد آخه ,HATE
4724,مبارک باشهههههه  بسلامتی   ایشالله خوشبخت باشید  ,HAPPY
4725,نرمش قهرمانانه  ديوانگي بود؟!به امام  فحش ميدي؟ ,SURPRISE
4726,این دیگه از اون حرفا بود ,SURPRISE
4727,بی لیاقت ,ANGRY
4728,دیگ چیزیه ک با ترس بهشون گفتن  از بچگی اگ اینگارو نکنی خدا فلانت میکن  و اینا ... ,OTHER
4729,عجب.برقرار باشی.دیروز فرصت پیش اومد اینستا  چک کنم دیدم آهنگ مورد علاقه ام رو گذاشتی.اون آهنگ عارف رو صبح ها با صدای بلند گوش میدم انرژی میگیرم ,SURPRISE
4730, الان چه رنگیه ؟,SURPRISE
4731,خوب بود به نظرم رفتم تجربه خوبی شد  ,HAPPY
4732,مربوط به اتفاقات بعد مرگ بود   اخرشم کسی که مرده بود رفت بهشت خیلی مزخرف بود هنوز ترس بچگیم یادمه,FEAR
4733,این داستانا را تعریف نکنید میترسیم گفتتش هیچ سودی هم نداره ,FEAR
4734,ما اینیم دیگههههه   الكي مثلا من شاخم ,OTHER
4735,   نترسید  سنتون از این حرفا گذشته  دیگه سیاستمدارا کاری به کار شما ندارن ,OTHER
4736,چه وحشتناک ,FEAR
4737,وحشتنااااک ,FEAR
4738,ساعت ۴ صبح خوندمش ، اتاق تاریک بود ، یهو از ترس پا شدم چراغ را روشن کردم  ,FEAR
4739,همین که این توییت رو نوشتی ینی گشاد نیستی ,OTHER
4740,این چرخه ادامه داره   ,OTHER
4741,"۳ ساله کلاس اولست,خنگ کثیف,خاک بر سرمزدورش,من ک جمعه قراره برم دور همی شراب ناب بزنم ب بدن ",ANGRY
4742,عروسی که خوبه عزیزم خیلی خوبه توجشن شادی بقیه باشی بجاش من از عزاها متنفرم ,HATE
4743,میدونی سکه چنده؟  کوفت هم بذاره سر سفره مرد باید بخوره دم نزنه  ,OTHER
4744,وای فرزانه تو رو خدا میترسم. ,FEAR
4745,كازرونيا عصبي نيستن .ببين ديگه به كجاشون رسيده بريدن  ,OTHER
4746,زبانم بجز ناسزا باز نیست و ترسم از آن است که بمانم بر این روش همچنان ,FEAR
4747,    بَدَم مياد ميپرسن   اين ديگه رمز نيست   چه برسه از نوع شريفش  ,HATE
4748,چون دندون پزشکی ترس داره ,FEAR
4749,بی ادب ,ANGRY
4750,همه رو بلدی؟؟؟؟     #MTVHottest BTS @BTS_twt,SURPRISE
4751,قاضي هاي بلاد شمال و ميد وست چي ميزنن  ,OTHER
4752,ديگه واسه چي ميگن ,SURPRISE
4753,چند سال آینده هم ی معلم خواهند داشت که مث اسب میزددشون و میگفته به #رییسی رای بدین و اونا هم از ترس به #روحاني رای دادن...وگرنه قلبا اعتقادی به اون و برنامه هاش نداشتن...بخدااااا ,OTHER
4754,در این یعنی از قانون خبر ندارن؟ ,SURPRISE
4755,آخ که چقد ترسیدیم  ,FEAR
4756,هویحوری اکانتتو شخم زدم  ,OTHER
4757,بابا ببینید همو عصبی شدم اصن ,ANGRY
4758,چه دهن سلویسی بوده.یکدفعه میخواستی با چندنفر گردن کلفت هستی بهش بزنگی بیاد ببینه بگرخه. ,ANGRY
4759,تقریبا،  ,OTHER
4760,از تعهد ترس نداریم، از اینده هم ترس نداریم، چون بلاخره دیر یا زود آینده میرسه، ولی نمیخوایم حداقل اون رو هم درگیر کنیم، وگرنه این ما و میدون ,OTHER
4761,وااااي خوش بحالت  بهترين حسه به نظرم، اگه داريش قدرشو بدون ,HAPPY
4762,این ها را قطعا نمی شود به کسانی که از ترس برف قیامشان را کنسل کردند ربط داد ,OTHER
4763,من دیدم حقیقتا  ولی از یه ما به بعدش احساس کردم دارم خامه بالا میارم  چون از رنگ صورتی متنفرم و توی ام ویشون زیادی استفاده کرده بودن  بلینکا نریزن سرم صلوات ( هر چند میدونم دیوار کوتاه تر از من پیدا نمیشه و کلی هیت میخورم ),HATE
4764,پس چرا شماره های امریکائی  یا همون شماره مجازی ها کار میکرد   بعد مگه فیلتر نکردین چرا ب خودتون میگیرید  بابا از فیلتری در بیاریدش اه  توف توش,ANGRY
4765,در ضمن آنتاليا مگه كشور جداست؟ ,SURPRISE
4766, چندشم میشه از,HATE
4767,خدانکنه برادر  اماجواب کلوخ انداز قلوه سنگه ,ANGRY
4768,همين ديشب منم يه همچين توييتي زدم   ميدونم تو دانشكده ما خيليا با اون اقا مشكل داشتن اما پايان نامه هامون چي ميشد.. ازينكه تا الان لالموني گرفتم از خودم متنفرم,HATE
4769,خوشبحال بچه های کوچتون ,HAPPY
4770,من تا حالا بهت فحش دادم؟ ,SURPRISE
4771,روانشناسی شناختی ,OTHER
4772,فیلم ترسناک دیدم و حس میکنم پشت پرده یه جفت چشم قرمز زل زده به من  جنا شبا نمیرن بخوابن ؟ هرچیم بسم الله میگم نمیره گمشه  ,FEAR
4773,حفظکم الله ,OTHER
4774,بیچاره ها  ,SAD
4775,قلبم برات مچاله شد  ,SAD
4776,واقعا حضور بعضی فیلم‌ها توی جشنواره عجیبه  ,SURPRISE
4777,از دخترای باهوش نمیترسن! برعکس این خودشونن که خنگن و دنبال یکی مثل خودشون میگردن   به امید روزی که نسل خنگا تموم بشه ,OTHER
4778,یارو از مریوان به خاطر در خطر بودن امنیتش قرار کرده پناهنده شده انگلیس  شما میگی رائیس جمهورش کنن  ؟؟؟,SURPRISE
4779,یه دختره نصف شب از ترس زورگیرا از رو پل پریده  ,SAD
4780,فملی و فولاد دارم  از تاپیکو میترسم  خرداد خیلی اذیتم کرد,FEAR
4781,اعصاب نمیزارن که  ,SURPRISE
4782,عجب  خدا حفظشون کنه,SURPRISE
4783,عهه ژلوفن تویی؟ ,SURPRISE
4784,یه موتوری خواست کیفمو بزنه کولی بازی در آوردم رفت ولی از صدای موتور وحشت دارم,FEAR
4785,ممنون عزیز دلم.دلگرمی دادید.داشتم میمردم از ترس.ممنون ,FEAR
4786,چ غلطااااااا مبارکه هر دوتاااااش کله خر جوووون  ,HAPPY
4787, خيلي خوبه كه، من ولي ميترسم ,FEAR
4788,اصلا از الان شب بخیر  https://t.co/41HUkhZDU9,OTHER
4789,همه از مرگ میترسند و من از اشتباه ,FEAR
4790,واقعا کیه ,OTHER
4791,فداااااا  توام همیشههههه قلباااا شاد باشی ,HAPPY
4792,دیدن آدمای خرافاتی مث تو  ,OTHER
4793,دیر عصبانی شدنم بزرگترین اخلاق بدمه. چون باعث میشه شدید عصبی بشم و حرفای خوبی نزنم ,ANGRY
4794,چی بگم بخدا، طرف کوت کرده نوشته عقده موج میزنه ,ANGRY
4795,مردن که همه میمیرن   وسایل رو کجا میخوای ببری؟,SURPRISE
4796,در هر حال نتیجه‌ی ترستون خوبه  ,HAPPY
4797,رابطه مستقیمی بین فهم دین و بیزاری از اون وجود داره پس  ,HATE
4798,یعنی چی انتراکشنات رو کسی نمی‌دید؟  ,SURPRISE
4799,ما ترسناک نیسیم ,FEAR
4800,والا الان همه یاد گفتن مخصوصا دخترا  -عزیزم فکر نمیکنی اضافه وزن داری(چاااقی)  +نخیر هیکل خودمه دوسش دارم.     اقا من نمیدونم ملت گشادیشونو چرا با فمنیسم قاطی میکنن اخه,ANGRY
4801,دیگه والا فکر کنم با این اوضاع احوال مادربزرگها و پدربزرگها از پس مخارج شب چله برنیان ,SAD
4802, عالی,HAPPY
4803,چقدر حس بدی.انگار تودلتون پراز غمه ,SAD
4804,دشمنامون که کله زد و روسیاهن  به قدرت پروردگار...    در کل با چارتا رکعت نمازه دست وپا شکسته و عمل کج و کوله چه توقعی دارید ازما...  پررو به لطف و رحمت خدا امیدواریم فقط,HAPPY
4805,یاد رضا پالان افتادم که اونم از زمین خاکی شروع کرد ولی  خاکستر تحویلش داد  ,OTHER
4806,من از غرورش ترسیدم نگفتم و یهو دیدم بلاک شدم  ,FEAR
4807,تو بعضی موارد هستن    مگه اینکه خودشون خیلی آدمای خوبی باشن,OTHER
4808,ایشالا  ,HAPPY
4809,اره ترسناک هم هستش ,FEAR
4810,شک الکتریکی..!!    میترسم..    آره مشکلات دیگه ای هم داشته... ,FEAR
4811,راحت باااااش،من هم دوست داستم هم میترسیدم. ,OTHER
4812,من دقیقا این مشخصات رو دارم! فحشم میدم! الان من عنم یا چی؟؟؟ تو رو خدا مشخص بفرمایید  ,ANGRY
4813,واقعاااا هععععی ,SURPRISE
4814,ترسو تر از این حرفام ,FEAR
4815,بی ادبا ,ANGRY
4816,بعد لو میرفت میرفتین زندان اونم پدرش طلاقشو میگرفت شما میپوسیدین تو زندان ,SAD
